emp_id,name,age,department,salary
2574,Rohit Paraswar,65,Engineering,176458.1
2575,Rohit Kamble,50,HR,38522.15
2576,Kavish Sharma,58,Engineering,24693.79
2577,Kriti Patel,59,Finance,106604.34
2578,Tara Patel,26,Finance,75666.17
2579,Rohit Kamble,51,Support,176002.1
2580,Rina Khatri,55,Finance,61211.25
2581,Amit Raina,43,Finance,135348.23
2582,Akanksha Raina,55,Sales,142428.35
2583,Rohit Raina,43,Engineering,49334.59
2584,Rina Jain,28,Support,83458.05
2585,Sanjay Raina,54,Sales,92701.29
2586,Vaidehi Desai,49,Engineering,73845.28
2587,Kriti Desai,41,Sales,55454.92
2588,Vaidehi Patel,33,HR,123866.74
2589,Agnijeet Khatri,59,Support,27060.25
2590,Sanjay Kamble,19,Finance,65775.56
2591,Amit Sharma,26,Sales,138836.43
2592,Akanksha Sharma,21,Engineering,65521.98
2593,Rina Paraswar,32,Marketing,126891.96
2594,Tara Desai,60,Finance,89724.75
2595,Akanksha Paraswar,37,Engineering,36888.86
2596,Kavish Desai,49,Marketing,44655.79
2597,Rohit Patel,51,Sales,72158.36
2598,Amit Paraswar,51,Sales,141669.76
2599,Akanksha Jain,26,Finance,90649.35
2600,Kriti Jain,31,Finance,173561.96
2601,Rohit Paraswar,51,Engineering,45028.65
2602,Kriti Raina,36,Finance,168790.75
2603,Agnijeet Desai,37,Engineering,112487.6
2604,Kavish Sharma,49,Sales,131563.46
2605,Tara Desai,65,Support,183003.96
2606,Vaidehi Desai,31,HR,41986.65
2607,Akanksha Raina,65,Marketing,72670.88
2608,Tara Kamble,36,Support,30732.84
2609,Akanksha Paraswar,30,Engineering,151158.84
2610,Kriti Raina,61,Support,53740.46
2611,Akanksha Kamble,28,Engineering,116999.03
2612,Rohit Desai,40,Finance,144217.87
2613,Kriti Raina,65,HR,158571.85
2614,Amit Sharma,20,Marketing,64045.6
2615,Sanjay Sharma,29,Sales,95689.29
2616,Tara Paraswar,19,Engineering,62636.54
2617,Kriti Patel,38,Marketing,118338.55
2618,Kriti Sharma,41,Marketing,90237.81
2619,Tara Sharma,56,HR,36710.57
2620,Kriti Desai,49,Engineering,170399.08
2621,Amit Patel,47,Marketing,190699.68
2622,Kriti Patel,40,Finance,45040.37
2623,Rina Sharma,42,HR,57997.86
2624,Kriti Raina,22,Engineering,36560.14
2625,Sanjay Sharma,45,Support,99951.95
2626,Sanjay Patel,64,Marketing,32233.27
2627,Akanksha Kamble,55,Sales,164572.95
2628,Amit Raina,35,Engineering,167787.41
2629,Amit Kamble,20,Finance,149608.54
2630,Kavish Paraswar,47,Support,157756.96
2631,Amit Raina,61,Engineering,173466.4
2632,Rohit Kamble,20,Support,54885.31
2633,Akanksha Jain,38,Support,91791.64
2634,Vaidehi Sharma,54,Support,164304.43
2635,Vaidehi Khatri,27,Support,40411.4
2636,Rohit Kamble,25,HR,101833.14
2637,Kavish Jain,64,Marketing,140369.24
2638,Rohit Kamble,63,Finance,55517.0
2639,Agnijeet Paraswar,59,Sales,60437.0
2640,Kavish Khatri,18,Support,80164.93
2641,Rohit Kamble,39,Sales,182986.19
2642,Vaidehi Patel,56,Sales,22275.67
2643,Sanjay Raina,24,HR,124625.57
2644,Rohit Jain,42,Support,115062.53
2645,Agnijeet Jain,21,Engineering,121011.15
2646,Rohit Sharma,33,Marketing,138260.02
2647,Sanjay Sharma,29,Support,133662.91
2648,Amit Paraswar,61,Engineering,102482.08
2649,Tara Raina,58,Finance,135915.88
2650,Akanksha Jain,25,Sales,87495.08
2651,Sanjay Paraswar,60,HR,175945.29
2652,Akanksha Patel,41,Sales,138482.67
2653,Tara Desai,50,Marketing,124323.09
2654,Sanjay Jain,31,Support,167080.17
2655,Akanksha Patel,45,HR,188158.57
2656,Sanjay Patel,36,Marketing,167893.24
2657,Amit Paraswar,52,Engineering,181550.15
2658,Sanjay Desai,42,HR,71601.85
2659,Amit Patel,50,Support,176246.31
2660,Tara Jain,56,Support,41159.29
2661,Kavish Khatri,34,Marketing,144702.45
2662,Rohit Paraswar,20,Finance,71845.37
2663,Amit Sharma,29,HR,68173.22
2664,Vaidehi Sharma,57,Engineering,159656.18
2665,Kriti Kamble,55,Finance,20890.48
2666,Vaidehi Raina,57,HR,65505.31
2667,Vaidehi Raina,19,Support,138435.45
2668,Agnijeet Jain,28,Finance,102564.19
2669,Amit Patel,63,HR,142554.64
2670,Tara Paraswar,25,Sales,76959.42
2671,Akanksha Patel,33,Finance,22419.78
2672,Amit Khatri,55,Marketing,83468.71
2673,Kavish Paraswar,63,Marketing,193492.68
2674,Vaidehi Sharma,60,Finance,55139.73
2675,Agnijeet Jain,44,Support,168092.21
2676,Rohit Paraswar,26,Marketing,101278.73
2677,Sanjay Raina,54,Finance,147835.22
2678,Amit Desai,28,Support,180056.3
2679,Amit Khatri,43,HR,170842.11
2680,Sanjay Patel,51,HR,138967.2
2681,Agnijeet Paraswar,63,Support,187577.64
2682,Vaidehi Raina,53,Marketing,161860.6
2683,Agnijeet Sharma,42,Support,139044.87
2684,Agnijeet Jain,18,Engineering,192132.38
2685,Kriti Khatri,45,Engineering,193332.74
2686,Sanjay Patel,50,Finance,171633.86
2687,Kavish Khatri,57,HR,84796.41
2688,Tara Khatri,46,Engineering,47284.7
2689,Tara Jain,42,Finance,38225.93
2690,Vaidehi Patel,20,Sales,91926.01
2691,Kavish Jain,30,Marketing,77679.07
2692,Vaidehi Desai,55,HR,97320.95
2693,Agnijeet Patel,19,HR,107907.37
2694,Akanksha Sharma,64,Engineering,168411.29
2695,Tara Khatri,65,Support,163243.35
2696,Agnijeet Sharma,60,Marketing,146469.81
2697,Rina Desai,23,Finance,33339.09
2698,Agnijeet Sharma,38,Support,81574.83
2699,Akanksha Patel,55,Sales,104691.01
2700,Rohit Raina,65,Support,21855.18
2701,Kavish Kamble,26,HR,155125.25
2702,Agnijeet Sharma,20,HR,120635.9
2703,Amit Kamble,29,Engineering,153313.7
2704,Rohit Khatri,55,Finance,134732.54
2705,Rina Khatri,57,Finance,48256.96
2706,Kavish Jain,19,Sales,48438.44
2707,Agnijeet Paraswar,49,Finance,30872.96
2708,Agnijeet Sharma,26,Engineering,77394.31
2709,Rina Sharma,55,Engineering,35378.57
2710,Kriti Raina,53,Sales,196330.65
2711,Rohit Jain,62,Sales,76025.67
2712,Vaidehi Patel,45,Finance,182831.2
2713,Amit Patel,40,Engineering,62380.6
2714,Rohit Paraswar,59,Support,159214.56
2715,Rohit Khatri,63,HR,81523.68
2716,Vaidehi Jain,60,Finance,138679.36
2717,Kriti Jain,50,Support,91912.69
2718,Kavish Sharma,26,Engineering,87172.23
2719,Sanjay Desai,63,Marketing,98124.26
2720,Sanjay Jain,24,Marketing,47133.21
2721,Kavish Kamble,45,Engineering,63076.38
2722,Kriti Patel,21,Engineering,143885.53
2723,Akanksha Jain,37,Marketing,120072.09
2724,Rohit Paraswar,26,Marketing,108888.07
2725,Agnijeet Sharma,23,HR,135367.82
2726,Agnijeet Khatri,32,Marketing,94578.86
2727,Akanksha Sharma,40,Sales,118546.27
2728,Amit Jain,29,Finance,129154.79
2729,Tara Paraswar,24,Engineering,79739.06
2730,Kavish Desai,35,Support,88348.35
2731,Amit Jain,43,HR,20560.76
2732,Rohit Jain,51,Finance,170706.66
2733,Sanjay Desai,64,Engineering,185757.82
2734,Rina Desai,43,Marketing,179497.43
2735,Akanksha Patel,53,Marketing,96954.85
2736,Rina Desai,46,Support,104768.27
2737,Kriti Raina,45,Sales,94003.34
2738,Rina Jain,41,HR,56400.34
2739,Amit Desai,28,Engineering,64945.81
2740,Tara Paraswar,51,Sales,176262.34
2741,Kriti Kamble,21,Marketing,163163.29
2742,Akanksha Desai,42,Finance,80108.91
2743,Agnijeet Raina,50,Marketing,87655.27
2744,Vaidehi Desai,52,Marketing,161839.18
2745,Vaidehi Jain,60,Sales,27375.77
2746,Amit Patel,61,HR,141937.82
2747,Amit Raina,45,HR,198595.27
2748,Rohit Desai,20,Engineering,100753.6
2749,Tara Khatri,50,HR,65785.78
2750,Vaidehi Raina,18,Sales,74673.86
2751,Amit Patel,38,Marketing,129479.3
2752,Agnijeet Khatri,52,Engineering,69422.41
2753,Sanjay Kamble,62,Support,164532.34
2754,Kavish Paraswar,29,Marketing,114618.25
2755,Akanksha Jain,43,HR,54412.15
2756,Amit Raina,25,HR,188898.69
2757,Rina Sharma,54,Support,186768.88
2758,Amit Jain,20,HR,54208.83
2759,Amit Sharma,50,Finance,21703.63
2760,Kavish Kamble,58,Support,33865.91
2761,Rohit Paraswar,53,Finance,164282.71
2762,Vaidehi Khatri,20,Marketing,131048.87
2763,Rina Sharma,38,HR,26656.28
2764,Rohit Paraswar,19,Support,139194.19
2765,Rohit Jain,45,Engineering,60782.46
2766,Rohit Paraswar,61,Support,59136.68
2767,Kriti Paraswar,54,Finance,159399.91
2768,Amit Jain,32,HR,134144.69
2769,Rina Khatri,44,Support,144150.14
2770,Amit Desai,30,Engineering,32694.54
2771,Vaidehi Desai,29,Sales,87733.56
2772,Akanksha Kamble,41,Support,130306.77
2773,Kavish Paraswar,18,Finance,31203.08
2774,Amit Jain,64,Engineering,67679.02
2775,Amit Paraswar,54,Support,30679.85
2776,Agnijeet Jain,45,Sales,167239.01
2777,Rohit Sharma,45,Support,33746.28
2778,Rina Patel,39,HR,67439.66
2779,Akanksha Patel,49,Engineering,120506.1
2780,Tara Desai,47,Support,179289.44
2781,Rina Khatri,42,Sales,76948.29
2782,Kavish Kamble,36,Support,29783.87
2783,Rina Desai,41,HR,29787.17
2784,Rohit Kamble,24,Finance,139496.76
2785,Agnijeet Sharma,47,Marketing,40819.82
2786,Sanjay Patel,44,Support,71185.75
2787,Agnijeet Jain,50,HR,88502.08
2788,Amit Patel,42,HR,184417.39
2789,Rina Patel,59,Marketing,106849.45
2790,Akanksha Sharma,55,HR,154616.74
2791,Kriti Patel,42,Engineering,139010.27
2792,Kavish Kamble,53,Support,109768.7
2793,Sanjay Khatri,63,Sales,82647.34
2794,Kriti Desai,41,Finance,86421.78
2795,Akanksha Raina,18,Finance,101125.18
2796,Agnijeet Paraswar,65,Support,26753.92
2797,Akanksha Sharma,33,Finance,107713.23
2798,Rina Raina,64,Engineering,113989.01
2799,Sanjay Sharma,57,Sales,33969.16
2800,Kriti Kamble,59,Sales,100792.0
2801,Sanjay Kamble,34,Support,171289.37
2802,Kavish Desai,30,Marketing,82516.88
2803,Rohit Desai,50,Support,120528.84
2804,Sanjay Sharma,63,HR,100264.04
2805,Rina Sharma,41,Engineering,25559.57
2806,Vaidehi Jain,50,Sales,122930.91
2807,Rohit Sharma,58,HR,47628.8
2808,Kriti Raina,50,Marketing,139304.19
2809,Kriti Jain,32,HR,169626.9
2810,Kavish Kamble,21,Support,152985.85
2811,Amit Desai,62,Finance,196784.92
2812,Kriti Kamble,53,Finance,152757.76
2813,Rohit Sharma,51,Support,187146.9
2814,Kavish Kamble,65,HR,180775.75
2815,Vaidehi Jain,42,Support,112492.13
2816,Agnijeet Kamble,49,Engineering,143226.79
2817,Akanksha Paraswar,48,HR,95883.18
2818,Rohit Patel,47,Finance,62664.71
2819,Agnijeet Desai,40,Marketing,136421.96
2820,Rohit Jain,51,Support,180386.52
2821,Rohit Kamble,20,Engineering,139368.4
2822,Vaidehi Raina,42,Finance,110081.07
2823,Vaidehi Khatri,62,Support,59754.83
2824,Kavish Kamble,56,Sales,193619.92
2825,Amit Paraswar,51,Sales,51251.54
2826,Tara Raina,61,Finance,75717.75
2827,Kavish Desai,37,Marketing,149035.26
2828,Rina Kamble,39,HR,85412.24
2829,Sanjay Khatri,24,Support,71341.91
2830,Kavish Sharma,31,Engineering,141568.61
2831,Rina Kamble,36,Support,140933.28
2832,Rohit Desai,22,Sales,166818.97
2833,Kavish Kamble,25,Engineering,85056.55
2834,Akanksha Khatri,25,Marketing,153525.62
2835,Rina Raina,60,Finance,161858.12
2836,Sanjay Khatri,54,Marketing,116164.41
2837,Kavish Khatri,65,HR,126157.51
2838,Amit Patel,21,Finance,47844.88
2839,Akanksha Jain,51,Engineering,159059.47
2840,Sanjay Kamble,31,Sales,150993.08
2841,Amit Desai,21,Finance,54683.41
2842,Sanjay Raina,27,Sales,137893.73
2843,Kriti Sharma,46,Sales,112588.94
2844,Akanksha Khatri,33,Finance,181029.18
2845,Akanksha Raina,56,Support,101902.78
2846,Vaidehi Raina,34,Engineering,59470.1
2847,Amit Patel,46,Marketing,49258.56
2848,Kavish Jain,53,Support,146321.7
2849,Tara Paraswar,57,Finance,121329.45
2850,Rohit Paraswar,33,Engineering,111177.61
2851,Vaidehi Kamble,47,Support,88363.32
2852,Rohit Desai,23,Sales,54844.07
2853,Vaidehi Khatri,56,Sales,194339.98
2854,Akanksha Sharma,21,Finance,189202.21
2855,Vaidehi Desai,63,Finance,103859.32
2856,Rohit Raina,24,Sales,52134.2
2857,Kriti Desai,51,Marketing,30653.62
2858,Agnijeet Khatri,39,Support,28949.2
2859,Kriti Patel,51,Sales,142207.96
2860,Agnijeet Desai,22,Marketing,151869.74
2861,Kavish Kamble,37,Sales,116369.61
2862,Amit Sharma,45,Finance,63545.81
2863,Vaidehi Khatri,49,Support,35793.61
2864,Rohit Sharma,34,HR,78856.8
2865,Kriti Paraswar,34,Marketing,104458.69
2866,Kriti Desai,63,Finance,102513.81
2867,Rohit Jain,23,Finance,100411.71
2868,Sanjay Jain,62,HR,41391.63
2869,Akanksha Sharma,47,Finance,181717.13
2870,Vaidehi Desai,43,Sales,82104.81
2871,Tara Jain,43,Sales,122939.38
2872,Rohit Paraswar,47,Support,99723.86
2873,Kriti Kamble,32,Support,110640.26
2874,Rina Patel,46,Sales,34893.29
2875,Rina Sharma,44,Marketing,82327.97
2876,Rohit Desai,24,Sales,146156.2
2877,Amit Sharma,34,HR,86912.54
2878,Sanjay Paraswar,61,Marketing,154742.29
2879,Vaidehi Sharma,59,Support,86673.42
2880,Vaidehi Patel,34,Support,72037.67
2881,Sanjay Paraswar,26,Marketing,82371.07
2882,Rohit Khatri,64,Engineering,167937.15
2883,Rohit Desai,54,Marketing,115413.46
2884,Rohit Paraswar,40,Support,59147.47
2885,Agnijeet Raina,46,HR,74441.08
2886,Kavish Patel,53,Marketing,81669.41
2887,Amit Sharma,40,HR,128936.62
2888,Agnijeet Jain,50,Support,47332.6
2889,Kavish Khatri,26,Engineering,22929.34
2890,Akanksha Raina,44,Marketing,114775.69
2891,Vaidehi Jain,53,Support,28642.03
2892,Akanksha Paraswar,48,Engineering,199489.65
2893,Kriti Kamble,19,HR,21503.33
2894,Rohit Raina,38,Sales,60271.84
2895,Rohit Paraswar,38,Finance,136982.68
2896,Kavish Paraswar,45,Finance,46514.79
2897,Rohit Khatri,32,Support,75274.51
2898,Tara Desai,42,HR,142589.24
2899,Agnijeet Khatri,23,Sales,50842.73
2900,Tara Paraswar,34,Sales,177680.43
2901,Sanjay Desai,42,Engineering,196225.22
2902,Tara Patel,30,Sales,150144.2
2903,Amit Raina,48,HR,78890.04
2904,Kavish Jain,29,Finance,48849.83
2905,Kavish Khatri,21,Support,84448.18
2906,Amit Paraswar,57,Finance,120092.85
2907,Kriti Kamble,23,Finance,133804.61
2908,Akanksha Patel,63,HR,77349.78
2909,Rohit Kamble,59,Support,26420.42
2910,Rohit Desai,23,Marketing,62538.21
2911,Tara Patel,28,HR,56552.75
2912,Vaidehi Kamble,19,Sales,28765.13
2913,Sanjay Desai,25,Support,45695.39
2914,Amit Sharma,23,Marketing,45310.09
2915,Amit Paraswar,63,Support,177702.62
2916,Rohit Raina,23,Finance,142298.59
2917,Kriti Raina,35,Support,50251.43
2918,Agnijeet Khatri,29,Sales,136972.08
2919,Agnijeet Desai,58,Support,118967.13
2920,Vaidehi Desai,52,Marketing,103127.84
2921,Tara Khatri,45,HR,102978.7
2922,Akanksha Kamble,58,Support,159942.45
2923,Tara Paraswar,26,Finance,40370.99
2924,Amit Desai,20,Finance,167667.38
2925,Kavish Kamble,18,Support,192128.96
2926,Vaidehi Raina,50,Sales,172998.1
2927,Agnijeet Jain,64,Finance,110415.15
2928,Kavish Kamble,53,Engineering,61733.54
2929,Sanjay Paraswar,62,Engineering,57920.85
2930,Vaidehi Jain,50,Sales,123401.38
2931,Agnijeet Khatri,55,HR,22984.26
2932,Rina Patel,46,Engineering,39581.91
2933,Sanjay Kamble,30,Support,97414.18
2934,Agnijeet Desai,55,Sales,41547.37
2935,Amit Jain,35,HR,55006.98
2936,Kavish Kamble,27,Finance,177862.88
2937,Rohit Desai,44,Sales,36161.39
2938,Kriti Raina,19,Sales,77764.25
2939,Agnijeet Desai,45,Marketing,65015.84
2940,Akanksha Sharma,52,Engineering,100137.73
2941,Sanjay Desai,34,Engineering,38797.55
2942,Tara Jain,54,Support,101920.39
2943,Vaidehi Kamble,29,Sales,142410.87
2944,Kriti Raina,54,Sales,69880.08
2945,Tara Paraswar,42,Marketing,197815.7
2946,Kriti Raina,63,HR,138224.49
2947,Kriti Paraswar,34,Sales,180278.5
2948,Agnijeet Paraswar,23,Finance,156350.66
2949,Rina Khatri,44,Engineering,147625.13
2950,Rohit Jain,33,Engineering,153085.67
2951,Kavish Sharma,25,Marketing,63235.95
2952,Amit Jain,63,HR,31470.55
2953,Rina Kamble,40,Finance,175717.83
2954,Amit Khatri,25,Finance,82788.02
2955,Sanjay Khatri,41,Sales,137833.93
2956,Tara Sharma,47,Support,86863.56
2957,Kavish Desai,38,HR,78567.68
2958,Vaidehi Kamble,61,HR,85970.7
2959,Sanjay Paraswar,65,Marketing,178230.72
2960,Akanksha Desai,54,HR,43510.82
2961,Rina Raina,49,Finance,42600.42
2962,Agnijeet Desai,50,Support,156323.34
2963,Akanksha Paraswar,54,Marketing,131217.34
2964,Akanksha Patel,55,Finance,144867.95
2965,Akanksha Paraswar,29,Support,112406.6
2966,Rina Patel,41,Finance,56398.65
2967,Kriti Patel,30,HR,61135.27
2968,Kavish Patel,63,HR,28861.33
2969,Sanjay Kamble,55,Finance,66241.69
2970,Akanksha Sharma,35,HR,36502.79
2971,Tara Paraswar,64,Finance,55745.93
2972,Amit Sharma,48,HR,136507.59
2973,Vaidehi Paraswar,38,Engineering,54905.67
2974,Sanjay Patel,55,Engineering,160079.09
2975,Amit Jain,63,Finance,174484.69
2976,Vaidehi Khatri,55,Support,33635.17
2977,Akanksha Kamble,32,Sales,190496.42
2978,Akanksha Khatri,50,Engineering,77357.62
2979,Tara Raina,40,Sales,157646.08
2980,Agnijeet Jain,22,Engineering,24495.56
2981,Kavish Khatri,62,Finance,194402.92
2982,Vaidehi Jain,25,Finance,22598.28
2983,Kavish Khatri,59,Sales,179181.79
2984,Vaidehi Jain,22,Engineering,48730.21
2985,Kriti Patel,61,HR,143301.72
2986,Rohit Paraswar,39,Support,151810.89
2987,Akanksha Jain,40,Sales,185759.05
2988,Kriti Sharma,28,Support,88733.7
2989,Agnijeet Patel,36,HR,158857.21
2990,Rina Sharma,36,Finance,149105.26
2991,Vaidehi Patel,65,Finance,161832.71
2992,Akanksha Patel,28,HR,45825.28
2993,Rohit Desai,38,Engineering,176570.18
2994,Sanjay Jain,53,Support,174828.47
2995,Sanjay Patel,64,Support,38104.75
2996,Agnijeet Raina,65,Sales,66030.18
2997,Rohit Kamble,36,Marketing,68143.33
2998,Rina Khatri,36,Engineering,23224.55
2999,Kavish Sharma,36,Sales,187133.32
3000,Kavish Desai,34,HR,190053.8
3001,Tara Paraswar,43,Marketing,174803.35
3002,Agnijeet Desai,40,HR,135533.42
3003,Rohit Patel,60,Marketing,99286.99
3004,Kavish Raina,34,Finance,150749.58
3005,Vaidehi Khatri,39,HR,108826.36
3006,Akanksha Jain,55,Finance,122427.51
3007,Kavish Kamble,31,Engineering,65406.11
3008,Rohit Paraswar,31,Sales,165713.33
3009,Agnijeet Paraswar,65,Marketing,68165.4
3010,Agnijeet Kamble,33,Sales,178073.31
3011,Tara Desai,53,Support,77552.94
3012,Tara Desai,32,Marketing,119429.85
3013,Sanjay Jain,37,Finance,131099.99
3014,Amit Paraswar,47,HR,152060.22
3015,Tara Paraswar,26,Support,99419.89
3016,Kriti Jain,27,Support,57895.23
3017,Amit Khatri,18,Marketing,66015.95
3018,Rohit Paraswar,51,Engineering,93836.25
3019,Agnijeet Jain,54,HR,128723.92
3020,Kriti Raina,54,Sales,40106.01
3021,Kriti Sharma,24,Finance,97417.35
3022,Rina Jain,29,Support,149919.27
3023,Kavish Khatri,53,Finance,78782.41
3024,Kavish Kamble,52,Finance,79315.5
3025,Akanksha Patel,65,Engineering,81055.45
3026,Tara Jain,19,Sales,124641.74
3027,Vaidehi Kamble,36,Finance,103181.61
3028,Vaidehi Sharma,55,Finance,83599.28
3029,Vaidehi Sharma,28,Support,112509.32
3030,Akanksha Jain,19,HR,29618.19
3031,Agnijeet Patel,52,Support,69267.92
3032,Agnijeet Khatri,23,Sales,149304.3
3033,Vaidehi Raina,59,Marketing,137531.81
3034,Kriti Khatri,29,Engineering,140711.3
3035,Sanjay Raina,63,Engineering,106992.64
3036,Tara Jain,27,Sales,116896.75
3037,Tara Desai,37,Sales,184295.45
3038,Akanksha Jain,33,HR,184843.65
3039,Vaidehi Kamble,55,Engineering,194391.82
3040,Tara Sharma,21,Sales,115769.77
3041,Rohit Raina,57,HR,99577.71
3042,Kavish Sharma,61,Marketing,68622.13
3043,Vaidehi Patel,41,Finance,160036.64
3044,Rina Patel,49,HR,61313.0
3045,Tara Patel,55,Marketing,126396.92
3046,Vaidehi Jain,20,Sales,41147.53
3047,Akanksha Patel,57,Support,74462.43
3048,Rina Desai,34,Marketing,71459.36
3049,Amit Sharma,63,Marketing,184743.32
3050,Rina Patel,43,Engineering,23540.28
3051,Sanjay Patel,21,HR,181592.37
3052,Akanksha Khatri,24,Engineering,107977.22
3053,Sanjay Kamble,58,Sales,70982.84
3054,Tara Patel,54,HR,130450.11
3055,Sanjay Kamble,19,Engineering,73163.79
3056,Sanjay Patel,65,Marketing,103398.12
3057,Akanksha Paraswar,43,Finance,77512.8
3058,Tara Khatri,44,HR,113392.48
3059,Sanjay Paraswar,43,Support,36356.91
3060,Vaidehi Khatri,39,Marketing,123671.15
3061,Kriti Kamble,18,Engineering,160475.59
3062,Tara Sharma,18,Sales,142924.06
3063,Akanksha Khatri,37,Support,178202.88
3064,Sanjay Jain,43,Finance,79992.73
3065,Tara Khatri,49,Support,51847.63
3066,Vaidehi Patel,58,Sales,86022.41
3067,Amit Patel,23,Marketing,193990.36
3068,Akanksha Sharma,36,Marketing,113125.7
3069,Rohit Khatri,41,HR,131607.81
3070,Vaidehi Patel,22,Finance,70586.4
3071,Akanksha Kamble,58,Sales,77455.97
3072,Amit Khatri,30,HR,101089.81
3073,Tara Patel,59,Marketing,148571.6
3074,Rohit Jain,54,Support,179462.3
3075,Kavish Paraswar,38,Marketing,37799.51
3076,Vaidehi Khatri,50,Support,31964.07
3077,Agnijeet Desai,31,Finance,197442.38
3078,Vaidehi Sharma,48,Sales,187515.08
3079,Amit Kamble,24,Engineering,81753.81
3080,Amit Patel,25,Support,48701.98
3081,Rina Khatri,31,Sales,34272.42
3082,Vaidehi Sharma,32,Support,137527.59
3083,Tara Patel,26,Support,87126.93
3084,Tara Sharma,32,Finance,82530.49
3085,Akanksha Kamble,48,HR,198539.05
3086,Tara Paraswar,26,HR,152683.01
3087,Vaidehi Patel,26,Support,167024.56
3088,Rina Khatri,25,Marketing,197603.95
3089,Agnijeet Khatri,36,Support,64386.85
3090,Agnijeet Paraswar,21,Support,83918.99
3091,Akanksha Kamble,41,Support,77028.56
3092,Rina Raina,51,Sales,196931.17
3093,Vaidehi Paraswar,42,Sales,31693.25
3094,Sanjay Khatri,56,Sales,88441.44
3095,Rohit Sharma,55,Finance,80417.64
3096,Rina Patel,44,Sales,171972.03
3097,Kavish Patel,55,HR,33346.26
3098,Kriti Kamble,42,Sales,191711.8
3099,Tara Patel,23,Finance,99527.48
3100,Rina Paraswar,61,Support,113725.64
3101,Tara Sharma,29,Sales,33749.34
3102,Kriti Kamble,43,Sales,141832.46
3103,Agnijeet Raina,29,HR,56548.57
3104,Akanksha Paraswar,50,Support,149768.72
3105,Rina Khatri,44,HR,26942.82
3106,Rina Paraswar,59,Sales,196918.71
3107,Rina Jain,36,Support,199851.84
3108,Sanjay Raina,20,Marketing,166328.12
3109,Rina Sharma,41,Support,24974.4
3110,Vaidehi Sharma,47,HR,183430.23
3111,Kriti Patel,36,Engineering,47993.81
3112,Agnijeet Khatri,46,Support,97086.59
3113,Kavish Patel,27,Engineering,107404.4
3114,Sanjay Sharma,33,Sales,27109.02
3115,Rina Kamble,28,Engineering,100993.54
3116,Sanjay Sharma,48,Sales,100202.39
3117,Agnijeet Patel,30,Support,182750.05
3118,Sanjay Raina,24,Finance,174074.79
3119,Sanjay Paraswar,29,Support,101981.08
3120,Vaidehi Raina,65,HR,75656.97
3121,Sanjay Patel,22,Sales,34181.05
3122,Rohit Kamble,31,HR,105864.22
3123,Agnijeet Jain,40,Finance,199964.2
3124,Rina Khatri,51,Engineering,143925.63
3125,Rohit Kamble,27,Engineering,185945.82
3126,Sanjay Khatri,48,HR,117013.02
3127,Sanjay Khatri,59,Finance,43630.06
3128,Amit Kamble,26,Finance,131314.44
3129,Amit Patel,57,Marketing,72359.75
3130,Akanksha Paraswar,23,HR,196480.06
3131,Kriti Raina,28,Finance,76294.88
3132,Kavish Desai,54,Sales,118296.78
3133,Agnijeet Raina,25,Engineering,159567.43
3134,Kriti Kamble,61,Marketing,128754.18
3135,Vaidehi Khatri,49,HR,152566.89
3136,Tara Sharma,22,Sales,139518.37
3137,Amit Raina,52,HR,185324.8
3138,Tara Kamble,51,Engineering,160654.98
3139,Sanjay Paraswar,43,Support,155997.99
3140,Rohit Sharma,56,Engineering,119261.06
3141,Sanjay Khatri,18,Sales,59276.38
3142,Agnijeet Jain,65,Support,68587.54
3143,Agnijeet Patel,19,Finance,56195.86
3144,Tara Patel,64,Marketing,134009.09
3145,Akanksha Raina,39,Finance,97655.62
3146,Tara Khatri,57,Support,138639.36
3147,Tara Raina,44,Finance,121266.21
3148,Akanksha Desai,39,HR,101850.14
3149,Rina Paraswar,38,Support,27923.97
3150,Rohit Khatri,42,Marketing,87570.41
3151,Vaidehi Patel,29,Engineering,72150.89
3152,Kriti Sharma,28,Support,119331.17
3153,Vaidehi Desai,50,HR,51806.72
3154,Rohit Patel,41,Support,131407.39
3155,Amit Jain,27,Support,82821.72
3156,Rohit Raina,38,Marketing,167790.28
3157,Rohit Khatri,37,Engineering,100712.76
3158,Kavish Sharma,45,Finance,22030.91
3159,Tara Desai,28,Sales,82898.43
3160,Agnijeet Patel,23,HR,58532.66
3161,Rohit Raina,30,Support,193855.34
3162,Tara Raina,28,Engineering,149825.69
3163,Akanksha Raina,27,Sales,152285.85
3164,Tara Jain,26,Engineering,30198.38
3165,Amit Raina,40,Engineering,81128.51
3166,Agnijeet Raina,28,Support,141748.11
3167,Tara Jain,23,Engineering,90735.73
3168,Tara Patel,26,Support,99667.99
3169,Akanksha Sharma,34,Support,97063.03
3170,Tara Khatri,64,Marketing,65929.19
3171,Kriti Khatri,38,Finance,151943.66
3172,Agnijeet Paraswar,18,Finance,197014.64
3173,Kavish Kamble,43,HR,58317.6
3174,Agnijeet Khatri,58,HR,107068.64
3175,Kriti Raina,49,Finance,162124.74
3176,Vaidehi Jain,45,Engineering,144406.49
3177,Agnijeet Patel,54,Engineering,71946.7
3178,Rina Raina,64,HR,60327.24
3179,Sanjay Khatri,32,HR,64450.82
3180,Akanksha Desai,62,Finance,140812.82
3181,Kavish Jain,65,HR,95851.18
3182,Amit Raina,34,Support,79529.57
3183,Kriti Desai,32,Marketing,38387.67
3184,Tara Khatri,35,Finance,196363.18
